Year,Month,Day,DayOfWeek,Airline,FlightNumber,OriginAirport,DestAirport,SchedDepTime,DepDelay,ArrDelay,Cancelled,Diverted,Distance
2017,2,18,1,UA,8331,ATL,LGA,18:48,125,122,False,False,2498
2018,6,18,1,F9,7641,DEN,LGA,22:18,56,51,False,False,1615
2016,1,8,1,NK,6243,SFO,ORD,00:40,137,127,False,False,2789
2017,11,24,1,AA,3905,DFW,LGA,13:38,8,3,False,False,2062
2018,12,9,5,F9,2665,SFO,DFW,09:14,122,115,False,False,398
2018,8,3,1,AS,3092,MIA,DEN,03:39,69,86,False,False,2471
2015,7,3,3,UA,6877,ORD,SFO,02:04,5,3,False,False,1480
2016,11,15,2,DL,2657,SEA,LAX,19:03,178,176,False,False,2229
2018,11,19,3,WN,700,LGA,ATL,13:35,136,148,False,False,2713
2018,7,15,7,F9,9610,JFK,DEN,19:51,20,31,False,False,1250
2016,6,28,6,AS,1547,JFK,SEA,09:33,34,32,False,False,2224
2017,6,4,7,DL,1723,ATL,SEA,19:49,119,137,False,False,1899
2017,10,4,5,DL,7536,DFW,ATL,13:32,31,23,False,False,2902
2019,10,20,2,DL,7543,JFK,ATL,23:35,73,92,False,False,226
2019,8,8,4,B6,4380,ATL,DEN,10:39,116,132,False,False,2611
2015,6,8,3,AA,2347,LGA,DFW,04:38,82,91,False,False,2012
2019,10,9,3,AA,6232,MIA,ORD,02:16,58,61,False,False,2353
2015,12,9,5,AS,6410,SEA,JFK,07:13,44,60,False,False,2930
2015,3,3,6,DL,5053,DEN,LAX,18:23,-4,-4,True,False,2776
2016,12,28,6,AA,4255,DEN,LAX,00:56,0,-4,False,False,1898
2015,4,2,1,AA,6848,JFK,SEA,02:51,118,121,False,False,2757
2017,7,21,2,UA,3599,DFW,DEN,01:51,51,63,False,False,614
2017,10,15,6,B6,4445,ORD,LGA,00:58,164,169,False,False,1851
2016,11,16,7,F9,1346,SEA,SFO,05:11,13,29,False,False,2923
2015,3,5,3,B6,1606,DEN,MIA,06:49,113,122,False,False,1272
2017,10,25,5,NK,8754,ORD,LGA,13:25,108,109,False,False,2755
2016,2,9,2,AA,2224,JFK,MIA,03:20,29,38,False,False,2655
2016,12,3,5,DL,7179,DEN,LAX,19:06,146,161,False,False,907
2019,6,14,5,B6,9980,LGA,LAX,14:21,34,37,False,False,464
2016,12,17,5,NK,8415,LAX,MIA,19:14,31,33,False,True,2422
2018,1,15,7,AA,6368,SEA,ATL,03:47,20,33,False,False,576
2019,9,5,7,WN,5469,SFO,ATL,19:05,5,-5,False,False,1484
2016,9,10,7,AA,4118,SEA,ORD,12:26,94,90,False,False,607
2019,11,12,6,AS,4430,DEN,DFW,08:46,-5,10,False,False,1322
2015,3,1,3,NK,8789,DEN,DEN,07:08,53,59,True,False,2160
2019,3,22,2,B6,5364,DEN,DEN,03:58,79,72,False,False,2721
2016,3,28,4,NK,3310,LGA,DEN,01:14,94,111,False,False,1915
2015,11,26,6,B6,1517,SFO,LGA,09:35,91,84,False,False,1542
2019,10,11,4,DL,2816,SEA,SFO,22:37,154,157,False,False,2441
2015,10,28,3,AS,7341,DEN,LAX,02:06,50,42,False,False,694
2019,11,8,2,F9,8023,SEA,DEN,15:18,97,103,False,False,2741
2019,8,20,7,AS,5660,MIA,LAX,11:16,73,80,True,False,596
2016,8,27,4,B6,2018,SEA,DFW,21:19,-1,-6,False,False,700
2017,9,7,7,DL,4656,JFK,JFK,08:38,-14,-9,True,False,2723
2015,5,28,3,AA,7835,JFK,DFW,08:21,51,66,True,False,2838
2017,5,8,2,B6,3924,SEA,JFK,02:14,111,104,False,False,2328
2018,9,4,1,F9,5727,JFK,ORD,15:46,103,105,False,False,1565
2017,4,12,3,NK,2768,DEN,JFK,14:05,38,38,False,False,1901
2016,11,12,4,F9,271,DFW,ATL,06:26,30,41,False,False,447
2017,7,15,7,UA,1827,SFO,MIA,09:29,14,29,False,False,1467
2015,11,1,5,B6,9560,MIA,LGA,02:14,101,115,False,False,1435
2016,11,1,1,DL,9856,ORD,MIA,21:05,141,148,False,False,2360
2019,2,7,7,DL,8184,SFO,MIA,17:04,171,188,False,False,1412
2017,2,11,6,F9,7038,MIA,LGA,20:05,30,40,True,False,2994
2017,2,18,7,AA,4324,SFO,DEN,23:12,91,85,False,False,922
2017,2,24,7,B6,5363,SFO,DFW,08:18,-15,-4,False,False,2375
2019,6,2,3,UA,4440,ORD,LAX,12:12,145,145,False,False,380
2015,4,9,1,AA,5965,JFK,DFW,20:57,26,37,False,False,2158
2015,9,25,2,AA,670,SFO,DFW,12:46,32,27,False,False,2280
2019,10,23,4,AS,721,ATL,DEN,11:15,41,58,False,False,1754
2018,11,12,7,B6,5689,DFW,ATL,01:38,105,97,False,False,2143
2018,7,24,3,UA,8616,DEN,DFW,02:44,18,13,False,False,554
2016,12,1,1,NK,404,SFO,MIA,00:52,1,-2,False,False,1536
2018,12,11,5,DL,3192,SFO,MIA,22:03,60,50,False,False,1748
2019,4,13,1,B6,6504,ATL,LAX,12:09,-11,-15,False,False,1496
2016,12,17,1,WN,272,MIA,JFK,05:19,62,57,False,False,2375
2019,12,20,2,NK,7390,LAX,LGA,15:37,121,136,False,False,2741
2017,5,26,3,UA,1015,DEN,LAX,14:28,44,36,False,False,458
2018,9,16,4,AS,2978,DEN,DEN,08:48,45,43,False,False,2038
2017,6,19,3,AA,3202,JFK,ORD,22:17,-18,-18,False,False,1449
2019,11,3,4,AA,1709,MIA,SFO,12:02,3,-6,False,False,2897
2019,6,10,1,WN,4249,DEN,DFW,07:44,121,129,False,False,1057
2018,11,14,7,AA,6616,ATL,LGA,10:19,29,21,False,False,225
2018,5,28,5,UA,4706,LAX,LGA,16:43,46,46,False,False,888
2019,4,17,4,F9,1955,SFO,ATL,11:03,162,154,True,False,2155
2015,4,15,6,DL,9205,SEA,SEA,00:52,-17,-12,False,False,1327
2016,8,18,1,B6,8862,DEN,MIA,08:24,130,134,False,False,1057
2015,2,4,2,NK,3040,LAX,SFO,08:56,121,125,False,False,2197
2018,5,6,2,DL,4698,JFK,LGA,09:27,46,47,False,False,1041
2017,8,20,4,NK,7167,ORD,LGA,12:16,4,-3,False,False,364
2015,2,2,2,NK,4758,SEA,LGA,01:41,178,185,False,False,1126
2017,10,19,7,B6,314,MIA,ATL,07:20,173,191,False,False,2026
2019,12,22,5,NK,4265,DFW,LAX,01:18,27,37,True,False,2959
2018,2,5,4,F9,3294,SEA,SFO,12:07,173,184,False,False,1620
2018,10,23,6,NK,3757,SFO,DFW,00:07,52,46,False,False,1875
2016,11,6,5,WN,6147,DEN,ATL,16:10,153,161,False,False,247
2015,4,10,5,B6,5048,LGA,MIA,22:08,74,89,False,False,1938
2016,2,24,4,AS,1775,SEA,SEA,21:58,116,119,False,False,1242
2018,9,22,6,WN,218,SFO,SEA,00:00,143,156,False,False,527
2016,7,28,1,WN,3604,SEA,MIA,15:07,129,134,True,False,216
2018,8,22,7,F9,2759,ORD,SFO,05:24,46,48,False,False,1940
2018,8,8,1,DL,4067,LAX,ORD,07:27,38,54,False,False,1588
2018,4,23,1,UA,6251,ATL,ATL,07:19,-12,0,False,False,836
2015,7,6,4,B6,9544,DEN,SEA,07:16,174,176,True,False,2450
2017,9,19,4,B6,3467,LGA,LGA,04:30,127,137,False,False,247
2019,3,24,6,UA,8179,JFK,DFW,05:09,4,21,False,False,1697
2015,5,2,6,DL,2950,LAX,JFK,11:49,137,155,False,False,2649
2019,12,23,4,AA,7999,LAX,DEN,03:41,-3,-8,False,False,1154
2016,4,6,5,F9,9750,DFW,ATL,17:38,109,115,False,False,1677
2017,2,12,7,AA,5464,JFK,JFK,02:56,23,23,False,False,1199
2016,11,2,3,UA,331,MIA,DEN,13:54,77,67,False,False,1817
2018,7,2,2,UA,2151,DFW,LGA,17:47,19,24,False,False,2994
2016,4,20,3,AS,8985,ORD,ORD,09:41,126,130,False,True,2197
2015,6,26,7,WN,5132,MIA,LAX,02:29,35,42,False,False,2784
2016,1,17,7,WN,724,SEA,MIA,15:04,177,178,False,False,807
2019,7,28,5,UA,4524,DEN,ATL,01:30,157,151,False,False,1712
2018,11,5,2,B6,3624,SFO,ORD,14:28,135,135,False,False,1642
2018,8,28,2,AS,1356,ATL,DEN,05:11,95,101,False,False,742
2015,10,13,5,DL,9133,SFO,LGA,00:10,-10,-16,False,False,312
2018,4,11,2,DL,7532,MIA,SEA,20:16,165,170,False,False,1403
2018,11,9,3,NK,636,LGA,JFK,03:31,151,143,False,False,1675
2015,5,22,6,B6,641,JFK,MIA,15:14,147,139,False,False,604
2015,9,9,2,NK,162,DEN,SEA,17:36,-2,13,False,False,1485
2016,12,1,4,UA,7358,MIA,MIA,19:15,59,54,False,False,2512
2016,6,8,4,F9,9944,ORD,JFK,22:51,115,113,False,False,1831
2017,4,10,4,F9,4899,SFO,ORD,02:01,79,97,False,False,2214
2018,4,16,7,B6,2849,LAX,LGA,17:39,100,119,False,False,855
2016,4,25,4,UA,8420,SEA,LGA,07:02,107,112,False,False,2397
2019,6,17,6,AA,8395,MIA,ATL,02:40,107,122,False,False,404
2015,9,5,4,F9,1523,LGA,MIA,19:16,125,132,False,False,1916
2019,4,21,6,AA,5672,DFW,SEA,00:57,51,55,False,False,2138
2015,12,12,3,DL,1594,SEA,SEA,22:12,87,83,False,False,941
2015,3,22,4,AA,1219,ORD,LAX,00:07,3,19,False,False,2886
2015,9,26,1,AS,3768,JFK,JFK,21:44,-19,-15,False,False,2613
2015,9,15,6,DL,4055,ATL,MIA,17:49,-14,1,False,False,563
2017,11,13,4,F9,2530,ORD,JFK,07:20,149,155,False,False,820
2015,1,27,5,UA,3614,SEA,LGA,08:18,24,43,False,False,695
2019,2,13,2,AS,5284,DFW,LGA,03:44,-17,0,False,False,918
2017,12,14,1,UA,9421,ORD,LAX,05:44,42,42,True,False,1513
2017,11,21,4,AS,9508,ATL,DEN,21:23,85,82,False,False,280
2015,6,4,5,DL,4643,DFW,SEA,15:58,20,10,False,False,2486
2015,6,23,2,AA,9609,SFO,SEA,22:02,145,159,False,False,2550
2018,2,12,4,DL,2600,SFO,LAX,14:01,86,92,False,False,2560
2019,10,16,7,NK,7876,MIA,LGA,01:51,157,168,False,False,578
2017,5,18,3,F9,1267,SEA,JFK,08:12,73,82,False,False,906
2019,10,10,7,F9,8067,MIA,LAX,12:26,32,40,False,False,2981
2015,1,18,2,DL,3599,SEA,LAX,01:38,41,60,False,False,2917
2016,10,26,6,UA,5469,JFK,DFW,21:26,70,88,False,False,2709
2019,9,3,2,WN,6605,DEN,DFW,12:04,54,68,False,False,506
2016,7,22,4,WN,1919,DFW,LGA,13:24,92,98,False,False,2902
2018,6,10,7,AS,3937,DFW,LGA,23:59,160,170,True,False,288
2018,8,20,7,DL,3144,LGA,JFK,17:08,91,96,False,False,639
2016,3,19,2,F9,8954,ATL,LGA,15:30,35,53,False,False,555
2018,2,2,3,DL,3415,LAX,LGA,11:55,-9,6,False,False,881
2017,5,18,5,B6,4646,DFW,ATL,21:37,110,110,False,False,366
2019,3,12,2,F9,5214,MIA,DFW,14:48,-9,-4,False,False,2717
2019,9,5,1,NK,1663,JFK,DFW,02:01,-9,3,False,False,652
2017,5,20,7,F9,1014,MIA,ATL,05:29,175,184,False,False,2977
2017,7,20,4,DL,2686,SFO,DEN,03:38,147,152,False,False,528
2017,3,18,6,B6,7929,ORD,LGA,23:29,165,181,True,False,1698
2017,4,7,5,F9,4775,SEA,JFK,17:47,60,67,False,False,758
2017,2,8,2,DL,3860,SEA,LAX,14:02,171,167,False,False,2749
2017,3,8,6,WN,7099,MIA,DEN,20:28,-8,-5,False,False,261
2017,2,1,6,NK,2469,ORD,SFO,22:29,141,160,False,False,516
2016,3,7,6,AA,6885,SFO,LAX,09:42,81,94,False,False,979
2017,2,13,1,AS,9011,SEA,SEA,23:49,27,26,False,False,908
2019,6,8,2,B6,9288,SFO,SEA,10:15,103,102,False,False,1064
2019,1,12,7,AA,3814,ATL,DFW,00:02,6,21,False,False,512
2015,5,10,2,AS,499,LGA,JFK,11:44,149,162,False,False,2751
2017,4,22,5,UA,892,LGA,JFK,12:23,-16,-6,False,False,685
2016,10,5,4,AS,7158,LGA,ORD,16:22,159,170,False,False,1180
2018,7,1,2,B6,8917,ORD,MIA,20:03,134,134,False,False,2987
2019,10,15,2,DL,3822,ORD,DFW,23:03,40,35,False,False,610
2015,1,5,4,UA,9553,SFO,MIA,04:25,21,24,False,False,798
2018,9,5,7,F9,4191,JFK,JFK,22:15,101,110,False,False,2538
2018,2,9,2,WN,6423,DFW,ORD,00:46,117,113,False,False,2348
2015,7,11,2,UA,8460,SFO,ATL,18:04,8,25,False,False,2354
2016,5,28,7,AA,1400,LAX,ORD,09:03,-10,-20,False,False,2759
2016,6,25,5,AS,9269,SFO,SFO,23:54,125,127,False,False,2659
2016,12,15,4,AS,5871,DFW,DEN,21:14,106,113,False,False,2994
2017,10,16,1,WN,4036,SFO,MIA,21:56,129,146,False,False,1251
2015,11,21,2,DL,4508,ATL,LGA,04:23,79,78,False,False,1150
2015,2,2,3,WN,893,DFW,SEA,09:33,-17,-17,False,False,1322
2017,10,10,5,NK,244,SFO,ATL,12:36,8,10,False,False,1141
2018,1,19,4,B6,5068,ATL,ORD,10:59,40,31,False,False,1986
2018,2,17,5,AS,2715,JFK,JFK,03:50,23,22,False,False,735
2015,9,17,4,WN,754,DEN,JFK,03:37,139,136,False,False,208
2019,9,26,7,DL,4372,MIA,LGA,00:07,57,59,False,False,2981
2016,2,26,5,B6,7653,SFO,ORD,02:16,-18,-23,False,False,1663
2016,12,3,3,NK,8437,DFW,SEA,08:28,57,66,False,False,1711
2016,7,4,5,F9,5098,ATL,SFO,05:19,110,101,False,False,1403
2015,8,2,1,WN,6592,DFW,SFO,21:51,79,90,False,False,1348
2019,7,22,5,DL,2425,LAX,DEN,04:18,134,148,False,False,1896
2018,4,27,7,WN,4187,SEA,SFO,11:11,82,86,False,False,2699
2018,2,22,3,DL,8720,ORD,DFW,16:13,133,128,False,False,2373
2017,9,16,7,WN,5500,ORD,LGA,05:18,76,77,False,False,2634
2018,11,28,3,UA,7378,DFW,MIA,19:22,153,158,False,False,989
2017,11,28,1,AA,1825,LGA,DEN,19:18,97,108,False,False,602
2019,5,22,6,AS,2383,DFW,MIA,11:33,87,86,False,False,2167
2019,6,2,4,F9,4128,LGA,ORD,17:57,-11,-10,False,False,1287
2018,8,1,5,F9,7374,JFK,JFK,14:49,22,38,False,False,1686
2017,10,6,2,F9,8380,JFK,DEN,19:50,-20,-25,False,False,1227
2016,8,21,6,NK,3433,DEN,LGA,12:04,94,102,False,False,1970
2018,4,13,4,AA,1434,DFW,DFW,14:11,179,190,False,False,440
2017,4,4,6,UA,9871,ORD,ORD,01:56,144,162,False,False,756
2016,10,9,3,UA,4974,MIA,MIA,04:55,110,111,False,False,1555
2018,8,24,7,NK,2553,SFO,SEA,02:27,65,58,False,False,887
2017,4,22,5,NK,2678,SFO,MIA,08:50,-6,6,False,False,2807
2018,5,22,5,AS,3507,LGA,JFK,20:06,21,37,False,False,2474
2016,11,8,2,DL,151,ATL,LGA,22:10,85,79,False,False,2312
2019,11,26,6,B6,2990,LGA,DFW,00:32,165,167,False,False,1733
2017,7,2,2,UA,9349,SFO,LGA,09:39,-8,7,False,False,600
2016,12,3,2,B6,5907,MIA,ORD,09:12,27,36,False,False,605
2018,1,11,1,AA,9820,LGA,DFW,05:52,49,62,False,False,2936
2016,5,26,6,F9,8657,ORD,LGA,18:22,-13,2,False,False,1058
2018,8,26,6,AS,7276,MIA,LGA,20:33,35,46,False,False,393
2017,4,26,5,AS,9822,DEN,DEN,19:16,143,158,False,False,2136
2015,4,12,4,DL,9891,SEA,LGA,03:58,150,159,False,False,1745
2017,4,18,3,DL,4133,LAX,DEN,21:19,-3,13,False,False,2213
2015,5,8,7,F9,8747,SEA,SEA,01:26,44,59,False,False,568
2017,12,23,7,AS,959,ATL,SEA,00:44,73,63,False,False,1086
2015,4,17,7,WN,4247,DFW,DEN,09:33,111,108,True,False,2808
2018,9,10,4,DL,1786,DFW,LGA,01:41,98,103,False,False,2961
2017,11,26,4,F9,111,SFO,LAX,18:19,174,181,False,False,1748
2017,1,27,5,AS,997,DFW,JFK,04:26,94,93,False,False,2743
2017,7,16,7,UA,3813,SFO,DEN,16:11,44,63,False,False,635
2019,4,6,2,NK,6624,ATL,LGA,18:20,72,65,False,False,1055
2017,12,28,4,DL,4953,SEA,LAX,20:56,112,121,True,False,941
2017,12,22,1,WN,7305,LGA,ATL,20:09,-17,-8,False,False,2005
2017,8,16,1,F9,3355,LGA,SEA,00:41,112,130,False,False,566
2017,4,16,7,AS,1927,SEA,MIA,21:07,97,115,False,False,1173
2018,1,24,2,AA,8647,DFW,DEN,02:28,96,94,False,False,1848
2018,1,23,4,WN,7416,LGA,MIA,20:25,81,84,False,False,2793
2017,3,21,4,DL,6445,DFW,ATL,10:18,99,92,False,False,323
2019,9,26,6,AA,3503,SFO,JFK,23:34,128,124,False,False,2201
2018,5,1,4,F9,7232,JFK,SEA,01:10,14,27,False,False,279
2016,11,15,6,B6,4148,LGA,SFO,11:32,112,114,False,False,2781
2019,8,28,2,DL,6740,LGA,SEA,12:04,167,170,False,False,2809
2019,1,10,1,F9,4219,SFO,ATL,09:27,162,176,True,False,1914
2017,1,3,2,AS,5456,DEN,LGA,16:48,-5,-11,False,False,2844
2015,7,7,1,AS,9814,DFW,LGA,21:18,153,162,False,False,1755
2019,8,7,4,AA,711,LAX,LAX,07:16,93,100,False,False,2516
2017,8,27,7,UA,6437,LGA,LAX,04:08,163,159,False,False,2523
2016,7,6,5,NK,6995,ORD,ATL,19:57,-3,9,False,False,1535
2019,10,26,3,B6,2057,LGA,LGA,15:18,159,155,False,False,2712
2017,1,1,6,NK,6512,DFW,LAX,01:05,152,151,False,False,914
2019,11,5,1,AS,7981,DFW,MIA,15:47,136,148,False,False,1385
2019,10,28,2,B6,1306,SFO,ORD,22:24,64,56,False,False,1904
2016,11,10,1,UA,2123,SFO,DFW,12:38,19,25,False,True,2134
2015,8,12,3,AS,5570,SFO,SEA,17:18,49,62,False,False,967
2016,11,7,2,WN,5789,LAX,ATL,14:28,56,62,False,False,2695
2015,5,2,4,AA,8038,LAX,MIA,20:03,133,133,False,False,2561
2018,10,3,6,WN,548,DEN,SFO,15:44,36,48,False,False,1203
2017,5,16,6,F9,7528,DEN,ATL,08:07,87,83,False,False,2884
2015,2,12,3,F9,8878,DFW,MIA,05:40,19,13,False,False,1464
2016,8,19,3,F9,7196,JFK,SFO,00:09,58,48,False,False,2200
2015,4,17,4,NK,8055,LAX,LGA,04:42,-19,-11,False,False,1731
2019,9,13,6,UA,5248,DEN,DFW,22:49,174,181,False,False,961
2017,12,12,6,DL,4536,DEN,DFW,19:01,103,97,False,False,2566
2019,7,18,7,AA,3805,ATL,ATL,12:02,0,5,False,False,1338
2018,3,5,3,AS,7420,DFW,LGA,16:49,169,167,True,False,2417
2016,8,8,1,AS,2361,SEA,DFW,20:16,36,37,False,False,2926
2018,8,8,2,DL,2136,ATL,SEA,04:43,165,168,False,False,2518
2015,8,21,7,NK,1838,SEA,DEN,04:53,104,118,False,False,516
2019,6,28,5,WN,1543,ORD,DEN,10:36,54,52,False,False,2531
2016,5,1,3,WN,4071,MIA,LAX,05:29,90,80,False,False,1543
2019,8,4,2,F9,2552,JFK,ATL,09:07,85,104,False,False,433
2018,11,17,6,B6,4501,ATL,DFW,12:38,88,101,False,False,2748
2016,4,12,5,AS,1163,SEA,LGA,17:39,159,171,False,False,384
2019,9,17,1,WN,556,DFW,ORD,21:12,23,38,False,False,2329
2017,6,13,2,F9,7293,LGA,ORD,11:26,162,178,False,False,1786
2016,9,26,7,DL,1476,ORD,SFO,05:52,-14,3,True,False,838
2017,11,24,5,AS,4430,DFW,SEA,04:03,22,24,False,False,916
2015,11,19,6,WN,6742,LAX,MIA,06:42,131,146,False,False,852
2016,1,27,5,AS,2251,SEA,ORD,05:43,44,35,False,False,685
2019,9,15,4,UA,3276,ATL,ATL,10:54,93,112,False,False,2175
2017,3,26,5,WN,7499,ORD,LGA,12:54,46,56,False,False,1126
2017,2,11,5,B6,5975,LAX,LAX,14:40,23,20,False,False,1101
2016,5,16,3,B6,2796,SFO,ORD,20:42,126,144,False,False,2153
2018,6,11,3,F9,1289,SEA,MIA,19:06,97,93,False,False,897
2016,9,10,7,NK,2329,SEA,DEN,22:07,13,21,False,False,214
2016,9,17,2,NK,4764,LGA,JFK,22:48,22,29,False,False,360
2019,3,4,6,B6,1165,ATL,ATL,01:56,50,46,False,False,1572
2018,4,26,5,AS,6605,SFO,DFW,12:52,73,66,False,False,2224
2015,8,13,7,UA,862,MIA,ORD,14:26,152,159,False,False,719
2019,10,26,1,WN,9153,LAX,LGA,01:36,102,97,False,False,839
2017,9,22,6,WN,8521,ORD,ORD,04:42,46,46,False,False,1610
2017,1,26,5,UA,8660,SFO,ATL,04:37,141,159,False,False,2018
2015,2,27,3,F9,8776,ATL,ORD,05:09,115,115,False,False,401
2018,1,1,6,NK,143,SEA,MIA,05:49,179,195,False,False,1909
2016,10,1,2,AA,501,ORD,DEN,15:02,-6,-7,False,False,2302
2017,3,28,3,WN,238,SFO,DEN,18:17,39,31,False,False,2475
2015,11,4,6,WN,5450,ORD,MIA,15:51,116,122,False,True,2602
2016,1,14,2,AS,6798,MIA,SFO,01:20,59,77,False,False,711
2018,8,23,5,DL,9756,ORD,DEN,22:21,83,81,False,False,836
2015,2,15,6,B6,9965,SFO,LGA,20:46,178,197,False,False,2138
2015,2,12,1,WN,5930,DFW,MIA,09:45,11,4,False,False,852
2019,9,28,1,UA,5673,LAX,SFO,12:25,70,84,False,False,784
2017,12,20,5,AA,9835,SFO,LAX,02:15,87,89,False,False,2568
2019,11,20,1,NK,5691,JFK,ORD,08:52,165,160,False,False,1232
2016,5,3,5,B6,7856,SFO,SEA,14:36,88,90,False,False,2608
2017,5,19,3,WN,7394,JFK,LAX,13:08,157,170,False,False,2913
2019,8,2,5,DL,4094,LAX,JFK,03:59,155,167,False,False,656
2017,8,14,5,NK,4584,DFW,DFW,21:28,139,149,False,False,1318
2015,5,26,5,DL,8697,JFK,DEN,05:08,105,106,False,False,2952
2019,12,4,6,NK,1115,LGA,MIA,22:58,145,148,False,False,1446
2017,8,2,4,F9,9331,SEA,LAX,18:55,111,128,False,False,2373
2019,3,7,3,DL,2150,SFO,LGA,01:27,101,104,False,False,456
2015,11,10,4,B6,461,ATL,MIA,06:38,13,32,False,False,1668
2016,7,22,5,DL,4452,DFW,ATL,17:01,-8,-10,False,False,2023
2019,10,27,4,DL,6494,LGA,SEA,01:09,-15,-15,False,False,2518
2017,2,14,3,AA,8975,LGA,DFW,08:18,-14,0,False,False,1177
2018,9,5,7,F9,1497,SFO,LAX,04:46,54,64,False,False,1077
2015,12,27,1,B6,1359,SFO,SEA,18:31,-8,-15,False,False,1154
2019,5,26,1,UA,6521,JFK,ATL,12:26,155,170,False,False,1976
2019,8,28,6,NK,5353,ORD,JFK,22:11,125,119,False,False,1455
2016,4,6,6,B6,3933,LAX,MIA,20:29,77,79,False,False,2216
2015,8,2,5,UA,6920,MIA,MIA,18:19,176,190,False,False,1007
2015,12,19,2,WN,2177,MIA,SEA,00:48,103,95,False,False,2588
2017,6,27,7,WN,8132,MIA,LAX,12:57,4,2,False,False,667
2015,2,21,2,F9,8291,DFW,LAX,16:24,87,105,False,False,1053
2018,6,7,7,AA,4130,JFK,SFO,16:38,152,170,False,False,1647
2016,7,4,1,B6,3442,JFK,LGA,14:43,75,77,False,False,1219
2015,3,3,7,WN,9974,ORD,LGA,18:36,83,88,True,False,2816
2017,11,16,4,F9,9667,SFO,SFO,05:05,158,160,False,False,2722
2019,4,4,5,B6,4477,ATL,LGA,23:10,53,54,False,False,470
2016,12,6,4,AA,7544,DEN,ATL,07:11,72,67,False,False,1192
2018,3,8,2,DL,4766,DFW,DFW,02:36,140,133,False,False,1310
2015,1,5,1,F9,1324,JFK,ORD,03:30,121,126,False,False,1577
2016,8,20,1,DL,2742,SEA,LAX,14:29,33,38,False,False,2297
2015,5,12,3,B6,5854,MIA,LAX,01:16,88,91,False,False,688
2019,8,7,4,AA,7169,DEN,DEN,10:10,75,75,False,False,2040
2016,9,25,5,F9,8471,SFO,ORD,10:10,92,106,False,False,1702
2016,7,2,1,F9,3931,ATL,SFO,15:52,145,146,False,False,1639
2019,4,20,4,B6,9018,SEA,SEA,06:05,91,92,False,False,979
2018,11,18,1,F9,3544,LGA,JFK,15:50,97,96,False,False,1305
2018,11,18,4,AS,2551,SEA,JFK,10:40,-5,-8,False,False,2038
2018,8,7,7,B6,5822,DEN,SEA,18:36,97,87,False,False,1751
2016,5,6,2,WN,586,SFO,ATL,15:11,45,50,False,False,994
2019,10,11,7,AS,2855,SEA,LAX,15:03,134,137,False,False,752
2016,11,13,2,WN,8536,SFO,ATL,12:07,110,104,False,False,1636
2018,1,2,7,WN,2266,JFK,DEN,15:19,126,129,False,False,1319
2016,11,11,1,UA,759,LAX,DEN,15:45,91,83,False,False,2486
2017,1,1,3,B6,5772,ORD,DEN,14:06,21,27,False,False,2767
2018,2,15,2,WN,1050,DFW,DEN,16:28,129,143,False,False,1335
2019,5,22,4,UA,5333,DEN,DFW,12:08,68,74,True,False,1844
2016,11,19,1,AA,3072,LAX,DEN,07:33,143,148,False,False,833
2019,9,12,1,B6,7191,MIA,ATL,19:18,81,75,False,False,1568
2017,2,10,4,AA,3927,LAX,MIA,08:21,90,104,False,False,911
2019,4,28,3,AS,7537,ATL,ORD,18:19,86,87,False,False,2012
2017,8,24,2,UA,4154,DEN,ATL,17:01,165,166,False,False,238
2019,6,16,7,AA,2264,JFK,LGA,03:21,-18,-8,False,False,2104
2015,11,9,5,B6,1596,SFO,JFK,08:46,36,39,False,False,1243
2016,1,13,3,F9,9095,LAX,ATL,19:37,29,44,False,False,523
2016,5,27,1,B6,2765,DEN,MIA,16:45,26,33,False,False,1132
2016,1,26,1,AS,7160,DEN,SFO,19:45,7,12,False,False,2699
2017,12,17,3,UA,8270,LAX,ORD,01:05,0,-3,False,False,761
2016,10,20,3,WN,5202,SEA,ORD,22:40,77,91,False,False,1177
2018,6,11,3,AA,8906,MIA,SFO,17:30,56,65,False,False,1639
2015,6,21,7,WN,4859,JFK,LGA,01:32,66,57,False,False,1458
2019,6,25,5,UA,8396,DFW,ATL,02:16,-6,-3,False,False,2011
2019,4,5,1,WN,8722,DFW,LAX,09:59,94,100,False,False,778
2019,7,4,5,F9,3931,DFW,JFK,21:30,127,129,False,True,776
2016,5,19,2,AS,2846,LGA,SFO,19:38,145,144,False,False,1985
2017,11,9,3,AS,515,ORD,DFW,22:18,72,88,False,False,1550
2018,11,16,6,UA,9549,ORD,DEN,03:19,5,3,False,False,1728
2018,2,24,6,B6,2561,DEN,LAX,17:24,9,24,False,False,1680
2015,8,2,7,DL,4309,LAX,SEA,22:08,146,164,False,False,2510
2015,1,10,6,UA,3952,DFW,ORD,13:26,153,150,False,False,1766
2016,5,15,2,B6,9961,DFW,DEN,04:33,-11,-14,False,False,1652
2016,1,3,7,AA,6157,SEA,ATL,21:49,58,63,False,False,1082
2016,5,14,3,AA,9352,DFW,LAX,16:19,117,134,False,False,1542
2015,8,21,1,UA,2145,LAX,LAX,16:08,110,128,False,False,2439
2015,12,14,3,AA,638,ORD,LAX,21:45,45,40,False,True,2080
2017,1,15,3,F9,3348,DEN,DEN,16:11,33,50,False,False,2511
2016,9,21,5,WN,5128,LGA,LGA,08:04,31,42,False,False,962
2018,1,20,7,AS,6312,MIA,ORD,23:07,145,143,False,False,2546
2015,2,22,2,AA,3069,ATL,ORD,07:31,63,81,False,False,1178
